公司名,地址,固定电话,主营产品,客户,手机号,公司网站,公司简介,电子邮箱,经营模式,企业类型,城市,公司规模,注册资本,来源网站,记录时间,_url,
巨力集团上海市有限公司,中国 上海 上海市 浦东新区康桥路789号,86-021-58125812,"钢丝绳 , 钢丝绳索具 , 吊装带 , 高强度卸扣 ",未提供,13916868321,,,201315,,,,,,"法人名称：巨力集团上海市有限公司主要经营产品：钢丝绳 , 钢丝绳索具 , 吊装带 , 高强度卸扣 经营状态：在业所属分类：五金其他未分类公司所属城市：上海企业网 南汇区 南汇区康桥镇顺企编码：17749656",,https://www.11467.com/shanghai/co/675425.htm,
巨力集团上海有限公司（钢丝绳索具销售）,中国 上海 上海市 浦东区康桥路789号,86-021-58125812,"吊装带 , 钢丝绳 , 钢丝绳索具 , 钢拉杆 ,  缆索  , 链条索具 , 冶金夹具 , 索具配件 , 吊装钳 , 压套机 ",未提供,13918912616,,,201315,,,,,,"法人名称：巨力集团上海有限公司（钢丝绳索具销售）主要经营产品：吊装带 , 钢丝绳 , 钢丝绳索具 , 钢拉杆 ,  缆索  , 链条索具 , 冶金夹具 , 索具配件 , 吊装钳 , 压套机 经营状态：在业所属分类：其他紧固件、连接件公司所属城市：上海企业网 南汇区 南汇区康桥镇顺企编码：17749345",,https://www.11467.com/shanghai/co/673973.htm,
巨力集团上海有限公司,中国 上海 上海市 浦东新区康桥路７８９号,86-021-58125812,"钢丝绳 , 钢丝绳索具 , 吊装带 ,  卸扣  , 冶金夹具 , 链条索具 ,  吊梁 ",未提供,13918912616,,,201315,,,,,,"法人名称：巨力集团上海有限公司主要经营产品：钢丝绳 , 钢丝绳索具 , 吊装带 ,  卸扣  , 冶金夹具 , 链条索具 ,  吊梁 经营状态：在业所属分类：其他紧固件、连接件公司所属城市：上海企业网 南汇区 南汇区康桥镇顺企编码：17725963",,https://www.11467.com/shanghai/co/673969.htm,
合新织造有限公司,中国 上海 上海市松江区 上海市松江新桥镇新飞路1505号D栋3楼,86-021-61912855,"吊装带 , 提花带 , 松紧带 , 全棉织带 , 人字带 , 尼龙带 , 涤纶带 , 铜丝带 , 鱼丝带 , 背包带 , 子母带 ",未提供,15000617065,,,200000,,,,,,"法人名称：合新织造有限公司主要经营产品：吊装带 , 提花带 , 松紧带 , 全棉织带 , 人字带 , 尼龙带 , 涤纶带 , 铜丝带 , 鱼丝带 , 背包带 , 子母带 经营状态：在业所属分类：纺织辅料公司所属城市：上海企业网 松江区 松江区新桥镇顺企编码：17567799",,https://www.11467.com/shanghai/co/896421.htm,
北京双鸿起重设备有限公司,中国 北京 北京市 朝阳区小武基路朝龙五金市场A-1-3-10,86-010-84908688,"电动葫芦 , 手拉葫芦 , 千斤顶 , 钢丝绳 , 吊装带 , 微型电动葫芦 , 提升机 ",未提供,15810589188,,,100023,,,,,,"法人名称：北京双鸿起重设备有限公司主要经营产品：电动葫芦 , 手拉葫芦 , 千斤顶 , 钢丝绳 , 吊装带 , 微型电动葫芦 , 提升机 经营状态：在业所属分类：其他行业专用设备公司所属城市：北京企业网 朝阳区 顺企编码：17431044",,https://www.11467.com/beijing/co/108061.htm,
山东滨州绳网有限公司,中国 北京 北京市海淀区 西三旗建材街,86-010-83270865,"安全绳 , 安全网 , 密目网 , 安全带 , 吊装带 , 施工小线 , 棉麻绳 ",未提供,13501131385,,,100096,,,,,,"法人名称：山东滨州绳网有限公司主要经营产品：安全绳 , 安全网 , 密目网 , 安全带 , 吊装带 , 施工小线 , 棉麻绳 经营状态：在业所属分类：安全带、安全绳公司所属城市：北京企业网 海淀区 海淀区西三旗顺企编码：17426268",,https://www.11467.com/beijing/co/384753.htm,
牧德起重机械设备（北京）有限公司,中国 北京 北京市丰台区 北京市丰台区广安路720号,86-010-86781888,"电动葫芦 , 环链电动葫芦 , 手拉葫芦 , 微型电动葫芦 ,  钢丝绳电动葫芦  , 吊装带 , 起重吊钩 ",未提供,13269089281,,,100071,,,,,,"法人名称：牧德起重机械设备（北京）有限公司主要经营产品：电动葫芦 , 环链电动葫芦 , 手拉葫芦 , 微型电动葫芦 ,  钢丝绳电动葫芦  , 吊装带 , 起重吊钩 经营状态：在业所属分类：起重机公司所属城市：北京企业网 丰台区 丰台区丰台顺企编码：17382364",,https://www.11467.com/beijing/co/313044.htm,
北京京良诺达机电设备销售中心,中国 北京 北京市 朝阳区成寿寺路131号朝龙五金B区22号,86-010-51312134,"起重索具 , 电葫芦 , 起重葫芦 , 吊装带 , 进口葫芦 , 提升机 , 吊运机 , 搬运工具 , 索具配件 ,  链条 ",张存良,13911663599,,,100164,2013年12月26日,,,,17095970,"法人名称：北京京良诺达机电设备销售中心主要经营产品：起重索具 , 电葫芦 , 起重葫芦 , 吊装带 , 进口葫芦 , 提升机 , 吊运机 , 搬运工具 , 索具配件 ,  链条 经营范围：销售起重吊索具、机电。营业执照号码：110105602161974发证机关：朝阳分局十八里店工商所核准日期：2013-12-26经营状态：注销企业成立时间：2013年12月26日所属分类：液压机械及部件公司所属城市：北京企业网 朝阳区 类型：个体（内地）顺企编码：17095970",,https://www.11467.com/beijing/co/109353.htm,
北京天马起重吊索具有限责任公司-销售部,中国 北京 北京市朝阳区 广渠路21号,86-010-67798866,"钢丝绳 , 吊装带 , 链条索具 , 钢板钳 ,  吊钩  , 压套机 , 插套机 , 手拉葫芦 , 永磁起重器 ,  滑车  ,  卸扣 ",未提供,13260338108,,,100020,,,,,,"法人名称：北京天马起重吊索具有限责任公司-销售部主要经营产品：钢丝绳 , 吊装带 , 链条索具 , 钢板钳 ,  吊钩  , 压套机 , 插套机 , 手拉葫芦 , 永磁起重器 ,  滑车  ,  卸扣 经营状态：在业所属分类：金属成型设备公司所属城市：北京企业网 朝阳区 顺企编码：17268152",,https://www.11467.com/beijing/co/104791.htm,
北京劲展鹏翻转钳钢丝绳天车公司,中国 北京 北京市大兴区 狼垡芦花路甲2号院,86-10-80656571,"天车  ,  行车  , 电动葫芦 , 手拉葫芦 , 翻转钳 , 钢丝绳 , 吊装带 , 手拉单轨小车 , 搬运坦克车 ",未提供,15810031798,,,102613,,,,,,"法人名称：北京劲展鹏翻转钳钢丝绳天车公司主要经营产品：天车  ,  行车  , 电动葫芦 , 手拉葫芦 , 翻转钳 , 钢丝绳 , 吊装带 , 手拉单轨小车 , 搬运坦克车 经营状态：在业所属分类：工程机械配件公司所属城市：北京企业网 大兴区 顺企编码：17018030",,https://www.11467.com/beijing/co/217661.htm,
北京广利天成起重机械有限公司,中国 北京市 朝阳区成寿寺路１３１号,86 010  87610806,"手拉葫芦 , 电动葫芦 , 起重滑车 , 吊装带 ,  及各种吊索具．．．． ",未提供,13901338513,,,100000,,,,,,"法人名称：北京广利天成起重机械有限公司主要经营产品：手拉葫芦 , 电动葫芦 , 起重滑车 , 吊装带 ,  及各种吊索具．．．． 经营状态：在业所属分类：滑轮公司所属城市：北京企业网 朝阳区 顺企编码：16935891",,https://www.11467.com/beijing/co/107392.htm,
北京博林吊装锁具有限公司,中国 北京 北京市大兴区 中国北京北京市大兴区,010-010-59751700,"吊装带 , 吊装锁具 , 手拉葫芦 , 钢丝绳 , 电动葫芦 , 搬运车 , 千斤顶 ",未提供,18910633360,,,100000,,,,,,"法人名称：北京博林吊装锁具有限公司主要经营产品：吊装带 , 吊装锁具 , 手拉葫芦 , 钢丝绳 , 电动葫芦 , 搬运车 , 千斤顶 经营状态：在业所属分类：索具公司所属城市：北京企业网 大兴区 顺企编码：16868810",,https://www.11467.com/beijing/co/219710.htm,
北京奥维凯达起重吊索具有限公司行销部,中国 北京 北京市 朝阳区小红门乡肖村8号,86-010-87609289,"钢丝绳插 , 压套机组 ,  合成纤维吊装带  , 钢丝绳 , 链条吊索 ,  各种钢板起重钳  ,  大型 , 异型板坯夹具 ",未提供,13911788769,,,100176,,,,,,"法人名称：北京奥维凯达起重吊索具有限公司行销部主要经营产品：钢丝绳插 , 压套机组 ,  合成纤维吊装带  , 钢丝绳 , 链条吊索 ,  各种钢板起重钳  ,  大型 , 异型板坯夹具 经营状态：在业所属分类：船用五金配件公司所属城市：北京企业网 朝阳区 朝阳区小红门顺企编码：16864535",,https://www.11467.com/beijing/co/110297.htm,
北京奥维凯达起重吊索具有限公司 销售部,中国 北京 北京市房山区 长阳工业区中纬路188号,86-010-80361088-885,"合成纤维吊装带  , 钢丝绳 , 钢丝绳索具 ,  链条  , 链条成套索具 ,  吊环  ,  吊钩  ,  卸扣  ,  吊钳  , 永磁吸吊 ",未提供,13264187766,,,102445,,,,,,"法人名称：北京奥维凯达起重吊索具有限公司 销售部主要经营产品：合成纤维吊装带  , 钢丝绳 , 钢丝绳索具 ,  链条  , 链条成套索具 ,  吊环  ,  吊钩  ,  卸扣  ,  吊钳  , 永磁吸吊 经营状态：在业所属分类：石油设备公司所属城市：北京企业网 房山区 房山区长阳镇顺企编码：16860707",,https://www.11467.com/beijing/co/274955.htm,
北京奥维凯达起重吊索具有限公司亦庄分部,中国 北京 北京市大兴区 亦庄富华五金城7排15-16号,86-010-59750411,"卸扣  , 吊装带 ,  吊钳  , 手拉葫芦 ,  滑车  , 起重天车 , 花篮螺丝 , 收紧器 ,  吊梁  , C型吊具 , 钢丝绳 ",未提供,15810442544,,,100176,,,,,,"法人名称：北京奥维凯达起重吊索具有限公司亦庄分部主要经营产品：卸扣  , 吊装带 ,  吊钳  , 手拉葫芦 ,  滑车  , 起重天车 , 花篮螺丝 , 收紧器 ,  吊梁  , C型吊具 , 钢丝绳 经营状态：在业所属分类：船用五金配件公司所属城市：北京企业网 大兴区 大兴区亦庄顺企编码：16857700",,https://www.11467.com/beijing/co/212958.htm,
泰州宏力绳网集团公司,中国 江苏 泰州市 泰州田河工业园,86-0523-6939692,"吊装带 , 安全网 ",未提供,13952635387,,,225300,,,,,,"法人名称：泰州宏力绳网集团公司主要经营产品：吊装带 , 安全网 经营状态：在业所属分类：索具公司所属城市：泰州企业网顺企编码：12486931",,https://www.11467.com/taizhoushi/co/27052.htm,
泰州市润特绳网带有限公司,中国 江苏 泰州市高港区 暂未填写,86-0523-86933258,"安全绳 , 吊装带 , 尼龙绳 ,  软梯  , 防坠器 ",未提供,15996017188,,,225300,,,,,,"法人名称：泰州市润特绳网带有限公司主要经营产品：安全绳 , 吊装带 , 尼龙绳 ,  软梯  , 防坠器 经营状态：在业所属分类：安防其他未分类公司所属城市：泰州企业网 高港区 顺企编码：12484407",,https://www.11467.com/taizhoushi/co/28366.htm,
苏州捷力索具有限公司销售部,中国 江苏 苏州市相城区 北桥经济开发区,86-0512-86667313,"各类织带  , 扁平吊装带 ,  柔性环型吊装带  , 捆绑带 , 汽车牵引带 , 汽车拖车带 , 汽车安全带 ",未提供,13057470426,,,215144,,,,,,"法人名称：苏州捷力索具有限公司销售部主要经营产品：各类织带  , 扁平吊装带 ,  柔性环型吊装带  , 捆绑带 , 汽车牵引带 , 汽车拖车带 , 汽车安全带 经营状态：在业所属分类：索具公司所属城市：苏州企业网 太仓市 太仓市经济开发区顺企编码：11837358",,https://www.11467.com/suzhou/co/243879.htm,
苏州恒力织带有限公司 销售部,中国 江苏 苏州市 相城区北桥经济开发区凤北路18号,86-0512-65408821,"吊装带 ,  吊带  , 捆绑带 , 安全带 , 五金件 , 汽车捆绑带 , 扁平吊带 , 环型吊带 , 拖车带 ",未提供,13057470426,,,215144,,,,,,"法人名称：苏州恒力织带有限公司 销售部主要经营产品：吊装带 ,  吊带  , 捆绑带 , 安全带 , 五金件 , 汽车捆绑带 , 扁平吊带 , 环型吊带 , 拖车带 经营状态：在业所属分类：缆绳、锚绳公司所属城市：苏州企业网 太仓市 太仓市经济开发区顺企编码：11821653",,https://www.11467.com/suzhou/co/222933.htm,
宿迁佳艺线带织造有限公司,中国 江苏 宿迁市 江苏省宿迁市耿车镇,86-0527-88013896,"织带 , 箱包带 , 松紧带 , 吊装带 , 装饰带 , PP带 ,  包边彩带等  ,  各支号涤纶线 ",未提供,13809099758,,,223800,,,,,,"法人名称：宿迁佳艺线带织造有限公司主要经营产品：织带 , 箱包带 , 松紧带 , 吊装带 , 装饰带 , PP带 ,  包边彩带等  ,  各支号涤纶线 经营状态：在业所属分类：安全、防护用品加工公司所属城市：宿迁企业网 宿城区 宿城区耿车镇顺企编码：11732721",,https://www.11467.com/suqian/co/10890.htm,
杭州欣桥实业（手扳葫芦）有限公司,中国 浙江 杭州市萧山区 杭州市萧山区新峡路,86-0571-82407022,"手扳葫芦 , 液压搬运车 , 手拉葫芦 , 吊装带 , 起重滑车 , 电动葫芦 , 五金工具 , 汽配工具 ",未提供,18967102188,,,310000,,,,,,"法人名称：杭州欣桥实业（手扳葫芦）有限公司主要经营产品：手扳葫芦 , 液压搬运车 , 手拉葫芦 , 吊装带 , 起重滑车 , 电动葫芦 , 五金工具 , 汽配工具 经营状态：在业所属分类：液压机械及部件公司所属城市：杭州企业网 萧山区 萧山区萧山顺企编码：4714760",,https://www.11467.com/hangzhou/co/258656.htm,
杭州烯恩五金机械厂部,中国 浙江 杭州市萧山区 闻堰镇安村王家里老工业区,86-057157116673,"割管刀片 ,  定做非标切刀  ,  汽车栶帮器  , 吊装带 , 鞍管避震器 ,  室內健身器  , 健身车 ",张幼才,13805759173,,,311258,4709491,,,,,"法人名称：杭州烯恩五金机械厂部主要经营产品：割管刀片 ,  定做非标切刀  ,  汽车栶帮器  , 吊装带 , 鞍管避震器 ,  室內健身器  , 健身车 经营状态：在业经营模式：其他注册资本：0万元 (万元)所属分类：切刀公司所属城市：杭州企业网 萧山区 萧山区闻堰镇顺企编码：4709491",,https://www.11467.com/hangzhou/co/257979.htm,
杭州腾力工具有限公司销售一部,中国 浙江 杭州市 西湖区振华路206号西湖新界1号楼508,86-0571-87353891,"安全带 , 安全腰带 , 拉紧器 , 捆绑器 , 起重吊装带 , 拖车带 , 起重吊索具 , 五金配件 ",未提供,13080605606,,,310001,,,,,,"法人名称：杭州腾力工具有限公司销售一部主要经营产品：安全带 , 安全腰带 , 拉紧器 , 捆绑器 , 起重吊装带 , 拖车带 , 起重吊索具 , 五金配件 经营状态：在业所属分类：安全、防护用品加工公司所属城市：杭州企业网 西湖区 西湖区西湖顺企编码：4701094",,https://www.11467.com/hangzhou/co/266859.htm,
杭州腾力工具有限公司（内销部）,中国 浙江 杭州市西湖区 振华路206号西港新界1号楼508室,086-0571-87352780,"安全带 , 拉紧器 , 安全腰带 , 起重吊装带 , 捆绑带 , 吊装带 , 拖车带 ,  索具  ,  腰带  ,  钩子  , 安全绳 ",未提供,15868448664,,,310001,,,,,,"法人名称：杭州腾力工具有限公司（内销部）主要经营产品：安全带 , 拉紧器 , 安全腰带 , 起重吊装带 , 捆绑带 , 吊装带 , 拖车带 ,  索具  ,  腰带  ,  钩子  , 安全绳 经营状态：在业所属分类：其他紧固件、连接件公司所属城市：杭州企业网 西湖区 西湖区西湖顺企编码：4692671",,https://www.11467.com/hangzhou/co/257975.htm,
杭州腾力工具有限公司销售工程部,中国 浙江 杭州市 西湖科技园振华路206号B1-508,86-0571-87353895,"全身安全带 , 安全绳 , 安全腰带 , 拉紧器 , 捆绑器 , 拖车带 , 吊装带 ",未提供,13868108250,,,310001,,,,,,"法人名称：杭州腾力工具有限公司销售工程部主要经营产品：全身安全带 , 安全绳 , 安全腰带 , 拉紧器 , 捆绑器 , 拖车带 , 吊装带 经营状态：在业所属分类：安全带、安全绳公司所属城市：杭州企业网 西湖区 西湖区西湖顺企编码：4691155",,https://www.11467.com/hangzhou/co/213349.htm,
杭州腾力工具有限公司国内销售部,中国 浙江 杭州市余杭区 浙江省杭州市余杭区良渚镇邱家斗路1号,86-0571-87353890,"安全带 , 安全腰 , 拉紧器 , 捆绑器 , 起重吊装带 , 拖车带 , 起重吊索具 , 五金配件 ",未提供,13305719616,,,310000,,,,,,"法人名称：杭州腾力工具有限公司国内销售部主要经营产品：安全带 , 安全腰 , 拉紧器 , 捆绑器 , 起重吊装带 , 拖车带 , 起重吊索具 , 五金配件 经营状态：在业所属分类：安全带、安全绳公司所属城市：杭州企业网 余杭区 余杭区良渚镇顺企编码：4675862",,https://www.11467.com/hangzhou/co/239930.htm,
